symbol,year_id,fiscal_year,year_label,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow,cash_conversion_ratio
ICICIGI,34,2022,Mar 2022,809.0,135.0,-879.0,65.0,944.0,0.6365066876475216
ICICIGI,37,2023,Mar 2023,2290.0,-1685.0,-695.0,-90.0,605.0,1.324465008675535
ICICIGI,40,2024,Mar 2024,2407.0,-1921.0,-355.0,131.0,486.0,1.2542991141219386
ICICIPRULI,5,2013,Mar 2013,-2641.0,1564.0,-514.0,-1591.0,-1077.0,-1.7432343234323433
ICICIPRULI,8,2014,Mar 2014,-2382.0,6012.0,-1091.0,2539.0,3630.0,-1.5259449071108264
ICICIPRULI,12,2015,Mar 2015,523.0,-1822.0,-966.0,-2264.0,-1299.0,0.31890243902439025
ICICIPRULI,16,2016,Mar 2016,3634.0,27.0,-1442.0,2219.0,3661.0,2.2024242424242426
ICICIPRULI,19,2017,Mar 2017,4130.0,-696.0,-994.0,2439.0,3434.0,2.455410225921522
ICICIPRULI,22,2018,Mar 2018,5690.0,-5389.0,-1188.0,-887.0,301.0,3.5145151327980235
ICICIPRULI,25,2019,Mar 2019,11377.0,-7559.0,-843.0,2975.0,3818.0,9.988586479367866
ICICIPRULI,28,2020,Mar 2020,8596.0,-10797.0,-405.0,-2606.0,-2201.0,8.056232427366448
ICICIPRULI,31,2021,Mar 2021,7314.0,-5084.0,1205.0,3434.0,2230.0,7.650627615062762
ICICIPRULI,34,2022,Mar 2022,1831.0,-816.0,-319.0,696.0,1015.0,2.412384716732543
ICICIPRULI,37,2023,Mar 2023,89.0,-1145.0,-112.0,-1168.0,-1056.0,0.10947109471094711
ICICIPRULI,40,2024,Mar 2024,-7315.0,7420.0,-88.0,17.0,105.0,-8.595769682726205
INDIGO,5,2013,Mar 2013,1741.0,-1890.0,36.0,-113.0,-149.0,2.2121982210927573
INDIGO,8,2014,Mar 2014,1595.0,-2914.0,1285.0,-34.0,-1319.0,3.3649789029535864
INDIGO,12,2015,Mar 2015,2384.0,-940.0,-1308.0,136.0,1444.0,1.8282208588957056
INDIGO,16,2016,Mar 2016,3116.0,-1337.0,-1220.0,559.0,1779.0,1.5689828801611279
INDIGO,19,2017,Mar 2017,3782.0,-3033.0,-1401.0,-652.0,749.0,2.2796865581675707
INDIGO,22,2018,Mar 2018,3903.0,-4152.0,766.0,518.0,-249.0,1.7408563782337199
INDIGO,25,2019,Mar 2019,3160.0,-2526.0,-592.0,42.0,634.0,20.256410256410255
INDIGO,28,2020,Mar 2020,6943.0,-4573.0,-2407.0,-37.0,2370.0,-27.995967741935484
INDIGO,31,2021,Mar 2021,-1620.0,3228.0,-1775.0,-168.0,1608.0,0.2625182304326689
INDIGO,34,2022,Mar 2022,2064.0,1527.0,-3088.0,503.0,3591.0,-6.511041009463723
INDIGO,37,2023,Mar 2023,12703.0,-4039.0,-8432.0,232.0,8664.0,-40.072555205047315
INDIGO,40,2024,Mar 2024,21183.0,-11759.0,-9979.0,-555.0,9424.0,2.5937308681278317
INDUSINDBK,5,2013,Mar 2013,-486.0,-174.0,1969.0,1309.0,-660.0,-0.4580584354382658
INDUSINDBK,8,2014,Mar 2014,-4106.0,-174.0,4200.0,-79.0,-4280.0,-2.9161931818181817
INDUSINDBK,12,2015,Mar 2015,-1421.0,-276.0,5707.0,4010.0,-1697.0,-0.7920847268673356
INDUSINDBK,16,2016,Mar 2016,-2927.0,-258.0,2517.0,-667.0,-3185.0,-1.2804024496937882
INDUSINDBK,19,2017,Mar 2017,11569.0,-285.0,-2768.0,8516.0,11284.0,4.033821478382148
INDUSINDBK,22,2018,Mar 2018,-20700.0,-217.0,15505.0,-5412.0,-20917.0,-5.740432612312812
INDUSINDBK,25,2019,Mar 2019,-6389.0,-633.0,8590.0,1568.0,-7022.0,-1.9354740987579522
INDUSINDBK,28,2020,Mar 2020,-12039.0,526.0,12733.0,1220.0,-11513.0,-2.724988682661838
INDUSINDBK,31,2021,Mar 2021,44646.0,-226.0,-4096.0,40324.0,44420.0,15.7425952045134
INDUSINDBK,34,2022,Mar 2022,16600.0,-351.0,-4302.0,11947.0,16249.0,3.600086749078291
INDUSINDBK,37,2023,Mar 2023,-12438.0,-441.0,1115.0,-11763.0,-12879.0,-1.683085250338295
INDUSINDBK,40,2024,Mar 2024,-16843.0,-625.0,-2242.0,-19710.0,-17468.0,-1.8818994413407821
INFY,5,2013,Mar 2013,7373.0,-2922.0,-3210.0,1241.0,4451.0,0.781949305334606
INFY,8,2014,Mar 2014,9825.0,-2563.0,-3144.0,4118.0,7262.0,0.9220157657657657
INFY,12,2015,Mar 2015,8353.0,999.0,-4935.0,4417.0,9352.0,0.6751535725832525
INFY,16,2016,Mar 2016,10028.0,-885.0,-6813.0,2330.0,9143.0,0.7434205649047372
INFY,19,2017,Mar 2017,11531.0,-14664.0,-6939.0,-10072.0,-3133.0,0.8033860516965095
INFY,22,2018,Mar 2018,13218.0,4533.0,-20505.0,-2754.0,17751.0,0.8246303574770728
INFY,25,2019,Mar 2019,14841.0,-632.0,-14512.0,-303.0,14209.0,0.9630759247242051
INFY,28,2020,Mar 2020,17003.0,-331.0,-17591.0,-919.0,16672.0,1.0218763146823728
INFY,31,2021,Mar 2021,23224.0,-7373.0,-9786.0,6065.0,15851.0,1.195695824537919
INFY,34,2022,Mar 2022,23885.0,-6485.0,-24642.0,-7242.0,17400.0,1.0785243384809897
INFY,37,2023,Mar 2023,22467.0,-1071.0,-26695.0,-5299.0,21396.0,0.9319313091090095
INFY,40,2024,Mar 2024,25210.0,-5093.0,-17504.0,2613.0,20117.0,0.9604541298384639
IOC,5,2013,Mar 2013,9340.0,-9294.0,352.0,398.0,46.0,2.5751309622277363
IOC,8,2014,Mar 2014,24195.0,-18594.0,-3116.0,2485.0,5601.0,3.4728003444811253
IOC,12,2015,Mar 2015,46092.0,-10215.0,-38283.0,-2406.0,35877.0,9.460591133004925
IOC,16,2016,Mar 2016,25624.0,-13610.0,-11890.0,124.0,12014.0,2.0642874405864817
IOC,19,2017,Mar 2017,28216.0,-17684.0,-10937.0,-405.0,10532.0,1.3841550159430953
IOC,22,2018,Mar 2018,29115.0,-17119.0,-12007.0,-11.0,11996.0,1.286793953858393
IOC,25,2019,Mar 2019,12747.0,-22569.0,10436.0,614.0,-9822.0,0.7379298367488711
IOC,28,2020,Mar 2020,7146.0,-29101.0,22456.0,502.0,-21955.0,-3.8091684434968016
IOC,31,2021,Mar 2021,49650.0,-22935.0,-27369.0,-653.0,26715.0,2.2814998621450235
IOC,34,2022,Mar 2022,25747.0,-21294.0,-4058.0,395.0,4453.0,1.00077739339993
IOC,37,2023,Mar 2023,29644.0,-28030.0,-1794.0,-180.0,1614.0,2.5328092959671906
IOC,40,2024,Mar 2024,71099.0,-31464.0,-39385.0,250.0,39635.0,1.6472973286068442
IRCTC,12,2015,Mar 2015,69.0,-46.0,-17.0,6.0,23.0,0.5267175572519084
IRCTC,16,2016,Mar 2016,288.0,7.0,-31.0,263.0,295.0,1.5238095238095237
IRCTC,19,2017,Mar 2017,338.0,94.0,-136.0,296.0,432.0,1.4759825327510918
IRCTC,22,2018,Mar 2018,24.0,40.0,-57.0,7.0,64.0,0.1085972850678733
IRCTC,25,2019,Mar 2019,499.0,-353.0,-179.0,-33.0,146.0,1.6148867313915858
IRCTC,28,2020,Mar 2020,409.0,8.0,-280.0,137.0,417.0,0.797270955165692
IRCTC,31,2021,Mar 2021,248.0,-453.0,-47.0,-252.0,-205.0,1.3262032085561497
IRCTC,34,2022,Mar 2022,524.0,-242.0,-258.0,23.0,282.0,0.793939393939394
IRCTC,37,2023,Mar 2023,812.0,-317.0,-434.0,61.0,495.0,0.8071570576540755
IRCTC,40,2024,Mar 2024,882.0,-215.0,-404.0,262.0,667.0,0.7938793879387939
IRFC,16,2016,Mar 2016,-16378.0,2.0,17582.0,1206.0,-16376.0,-19.290930506478208
IRFC,19,2017,Mar 2017,-19455.0,2.0,18250.0,-1204.0,-19453.0,-20.829764453961456
IRFC,22,2018,Mar 2018,-28076.0,2.0,28075.0,0.0,-28074.0,-13.662287104622871
IRFC,25,2019,Mar 2019,-41748.0,1.0,41749.0,3.0,-41747.0,-18.51352549889135
IRFC,28,2020,Mar 2020,-62701.0,1.0,62697.0,-2.0,-62700.0,-19.64317042606516
IRFC,31,2021,Mar 2021,-89907.0,0.0,90202.0,296.0,-89907.0,-20.359375
IRFC,34,2022,Mar 2022,-64412.0,-5.0,64266.0,-151.0,-64417.0,-10.576683087027915
IRFC,37,2023,Mar 2023,-28588.0,0.0,28644.0,56.0,-28588.0,-4.635641316685585
IRFC,40,2024,Mar 2024,7914.0,-8.0,-8046.0,-140.0,7906.0,1.2342482844666252
ITC,5,2013,Mar 2013,7102.0,-3881.0,-3310.0,-90.0,3221.0,0.921858774662513
ITC,8,2014,Mar 2014,7344.0,-3254.0,-4122.0,-32.0,4090.0,0.8159093434062882
ITC,12,2015,Mar 2015,9843.0,-5275.0,-4661.0,-93.0,4568.0,1.0065446364658963
ITC,16,2016,Mar 2016,9799.0,-3921.0,-5613.0,266.0,5878.0,1.0313651194611093
ITC,19,2017,Mar 2017,10627.0,-3251.0,-7301.0,75.0,7376.0,1.0143170754987114
ITC,22,2018,Mar 2018,13169.0,-7114.0,-6221.0,-166.0,6055.0,1.1458278952405812
ITC,25,2019,Mar 2019,12583.0,-5546.0,-6869.0,169.0,7037.0,0.9802898099096292
ITC,28,2020,Mar 2020,14690.0,-6174.0,-8181.0,334.0,8516.0,0.942089399089335
ITC,31,2021,Mar 2021,12527.0,5740.0,-18634.0,-367.0,18267.0,0.9360382574908466
ITC,34,2022,Mar 2022,15776.0,-2238.0,-13580.0,-43.0,13538.0,1.017609494936464
ITC,37,2023,Mar 2023,18878.0,-5732.0,-13006.0,139.0,13146.0,0.9692457770703907
ITC,40,2024,Mar 2024,17179.0,1563.0,-18551.0,191.0,18742.0,0.8278637174112091
JINDALSTEL,5,2013,Mar 2013,3522.0,-9591.0,6111.0,43.0,-6069.0,1.193089430894309
JINDALSTEL,8,2014,Mar 2014,4580.0,-12694.0,8879.0,766.0,-8114.0,2.4156118143459917
JINDALSTEL,12,2015,Mar 2015,1182.0,-6717.0,5708.0,173.0,-5535.0,-0.8140495867768595
JINDALSTEL,16,2016,Mar 2016,4333.0,-2262.0,-2672.0,-601.0,2071.0,-1.4036281179138321
JINDALSTEL,19,2017,Mar 2017,6850.0,-1998.0,-5108.0,-256.0,4852.0,-2.6989755713159966
JINDALSTEL,22,2018,Mar 2018,7724.0,-1431.0,-6276.0,17.0,6293.0,-4.77970297029703
JINDALSTEL,25,2019,Mar 2019,9027.0,-832.0,-8261.0,-67.0,8195.0,-3.7425373134328357
JINDALSTEL,28,2020,Mar 2020,8814.0,-1476.0,-7016.0,322.0,7338.0,-22.035
JINDALSTEL,31,2021,Mar 2021,11961.0,-1884.0,-4612.0,5465.0,10077.0,2.8031403796578394
JINDALSTEL,34,2022,Mar 2022,16048.0,-2331.0,-15120.0,-1403.0,13717.0,2.371859296482412
JINDALSTEL,37,2023,Mar 2023,7347.0,-4090.0,-2500.0,757.0,3257.0,1.8487669854051334
JINDALSTEL,40,2024,Mar 2024,6008.0,-8344.0,1381.0,-955.0,-2336.0,1.010937237085647
JIOFIN,37,2023,Mar 2023,2055.0,-1110.0,-889.0,56.0,945.0,66.29032258064517
JIOFIN,40,2024,Mar 2024,-678.0,1441.0,-753.0,11.0,763.0,-0.4224299065420561
JSWENERGY,5,2013,Mar 2013,1725.0,-944.0,-684.0,96.0,781.0,1.9145394006659266
JSWENERGY,8,2014,Mar 2014,2269.0,-363.0,-1859.0,48.0,1906.0,2.985526315789474
JSWENERGY,12,2015,Mar 2015,3394.0,-422.0,-2327.0,645.0,2972.0,2.499263622974963
JSWENERGY,16,2016,Mar 2016,3538.0,-3272.0,-1622.0,-1357.0,266.0,2.4232876712328766
JSWENERGY,19,2017,Mar 2017,3853.0,-762.0,-2595.0,496.0,3091.0,6.184590690208668
JSWENERGY,22,2018,Mar 2018,3934.0,-215.0,-3968.0,-249.0,3719.0,46.28235294117647
JSWENERGY,25,2019,Mar 2019,2491.0,-55.0,-2523.0,-87.0,2436.0,3.641812865497076
JSWENERGY,28,2020,Mar 2020,2082.0,301.0,-1962.0,421.0,2383.0,1.9259944495837187
JSWENERGY,31,2021,Mar 2021,3700.0,-1030.0,-2515.0,155.0,2670.0,4.495747266099635
JSWENERGY,34,2022,Mar 2022,2952.0,-1387.0,-781.0,784.0,1565.0,1.693631669535284
JSWENERGY,37,2023,Mar 2023,2084.0,-6778.0,7327.0,2634.0,-4694.0,1.4081081081081082
JSWENERGY,40,2024,Mar 2024,6234.0,-8197.0,1675.0,-289.0,-1963.0,3.6139130434782607
JSWSTEEL,5,2013,Mar 2013,5844.0,-5433.0,-791.0,-380.0,411.0,6.290635091496233
JSWSTEEL,8,2014,Mar 2014,2594.0,-5618.0,3300.0,276.0,-3024.0,6.45273631840796
JSWSTEEL,12,2015,Mar 2015,7876.0,-7372.0,-169.0,334.0,504.0,4.5737514518002325
JSWSTEEL,16,2016,Mar 2016,6897.0,-3857.0,-3151.0,-111.0,3040.0,-14.338877338877339
JSWSTEEL,19,2017,Mar 2017,7888.0,-5094.0,-2710.0,84.0,2794.0,2.275165849437554
JSWSTEEL,22,2018,Mar 2018,12379.0,-4529.0,-8185.0,-335.0,7850.0,2.0250286275151317
JSWSTEEL,25,2019,Mar 2019,14633.0,-11387.0,1753.0,4999.0,3246.0,1.944843168527379
JSWSTEEL,28,2020,Mar 2020,12785.0,-19589.0,5189.0,-1615.0,-6804.0,3.262311814238326
JSWSTEEL,31,2021,Mar 2021,18789.0,-7702.0,-3110.0,7977.0,11087.0,2.3865108599009273
JSWSTEEL,34,2022,Mar 2022,26270.0,-14748.0,-14657.0,-3135.0,11522.0,1.2546566052153978
JSWSTEEL,37,2023,Mar 2023,23323.0,-10730.0,-5977.0,6616.0,12593.0,5.634935974873158
JSWSTEEL,40,2024,Mar 2024,12078.0,-14467.0,-5005.0,-7394.0,-2389.0,1.3460381143430291
KOTAKBANK,5,2013,Mar 2013,2878.0,-9035.0,7099.0,942.0,-6157.0,1.285969615728329
KOTAKBANK,8,2014,Mar 2014,9068.0,-1130.0,-5814.0,2125.0,7938.0,3.588444796201029
KOTAKBANK,12,2015,Mar 2015,2302.0,-4467.0,2426.0,260.0,-2165.0,0.7413848631239935
KOTAKBANK,16,2016,Mar 2016,5025.0,-2353.0,2024.0,4696.0,2672.0,1.4259364358683315
KOTAKBANK,19,2017,Mar 2017,13222.0,-5289.0,6055.0,13989.0,7933.0,2.634389320581789
KOTAKBANK,22,2018,Mar 2018,-10392.0,-5475.0,14679.0,-1188.0,-15867.0,-1.660594439117929
KOTAKBANK,25,2019,Mar 2019,1822.0,-3323.0,8365.0,6864.0,-1501.0,0.2529150471960022
KOTAKBANK,28,2020,Mar 2020,46619.0,-13068.0,-735.0,32815.0,33551.0,5.425229838240428
KOTAKBANK,31,2021,Mar 2021,4881.0,-11172.0,-10072.0,-16363.0,-6291.0,0.4885885885885886
KOTAKBANK,34,2022,Mar 2022,8308.0,-10903.0,7543.0,4949.0,-2595.0,0.6872363305484325
KOTAKBANK,37,2023,Mar 2023,-1242.0,-10381.0,1883.0,-9740.0,-11623.0,-0.08321608040201005
KOTAKBANK,40,2024,Mar 2024,15685.0,-8919.0,15515.0,22281.0,6766.0,0.8611980453522209
LICI,25,2019,Mar 2019,13274.0,9636.0,-13700.0,9210.0,22910.0,5.052912066996574
LICI,28,2020,Mar 2020,54367.0,-40415.0,-18664.0,-4712.0,13952.0,20.06162361623616
LICI,31,2021,Mar 2021,80602.0,148447.0,-256125.0,-27077.0,229049.0,27.10221923335575
LICI,34,2022,Mar 2022,-3783.0,12531.0,0.0,8748.0,8748.0,-0.9170909090909091
LICI,37,2023,Mar 2023,54519.0,-52848.0,-949.0,722.0,1671.0,1.5145428785732145
LICI,40,2024,Mar 2024,26122.0,-25269.0,-4427.0,-3574.0,853.0,0.6384299540522045
LODHA,16,2016,Mar 2016,387.0,-854.0,330.0,-137.0,-467.0,0.55049786628734
